movie_title,movie_imdb_link,color,genre_4,duration,gross,genre_1,genre_2,genre_3,num_voted_users,facenumber_in_poster,language,country,content_rating,title_year,imdb_score
Poseidon ,http://www.imdb.com/title/tt0409182/?ref_=fn_tt_tt_1,Color,Thriller,98.0,60655503.0,Action,Adventure,Drama,82380,0,English,USA,PG-13,2006.0,5.6
Harper ,http://www.imdb.com/title/tt0060490/?ref_=fn_tt_tt_1,Color,Mystery,121.0,,Action,Crime,Drama,5941,1,English,USA,Not Rated,1966.0,7.0
Special ,http://www.imdb.com/title/tt0479162/?ref_=fn_tt_tt_1,Color,,81.0,6387.0,Comedy,Drama,Sci-Fi,4862,0,English,USA,R,2006.0,6.9
The Conversation ,http://www.imdb.com/title/tt0071360/?ref_=fn_tt_tt_1,Color,,113.0,,Drama,Mystery,Thriller,74651,2,English,USA,PG,1974.0,7.9
Super 8 ,http://www.imdb.com/title/tt1650062/?ref_=fn_tt_tt_1,Color,,112.0,,Mystery,Sci-Fi,Thriller,287822,0,English,USA,PG-13,2011.0,7.1
The Pledge ,http://www.imdb.com/title/tt0237572/?ref_=fn_tt_tt_1,Color,Thriller,124.0,,Crime,Drama,Mystery,42621,0,English,USA,R,2001.0,6.8
The Fast and the Furious: Tokyo Drift ,http://www.imdb.com/title/tt0463985/?ref_=fn_tt_tt_1,Color,,104.0,,Action,Crime,Thriller,179500,5,English,USA,PG-13,2006.0,6.0
It Follows ,http://www.imdb.com/title/tt3235888/?ref_=fn_tt_tt_1,Color,,100.0,,Horror,Mystery,,112899,0,English,USA,R,2014.0,6.9
The Dark Hours ,http://www.imdb.com/title/tt0402249/?ref_=fn_tt_tt_1,Color,,80.0,,Horror,Thriller,,4788,0,English,Canada,R,2005.0,6.1
Somewhere ,http://www.imdb.com/title/tt1421051/?ref_=fn_tt_tt_1,Color,,97.0,1768416.0,Comedy,Drama,,35848,0,English,USA,R,2010.0,6.3
Robin and Marian ,http://www.imdb.com/title/tt0075147/?ref_=fn_tt_tt_1,Color,,106.0,,Adventure,Drama,Romance,8930,10,English,USA,PG,1976.0,6.6
Donnie Darko ,http://www.imdb.com/title/tt0246578/?ref_=fn_tt_tt_1,Color,,133.0,727883.0,Drama,Sci-Fi,Thriller,580999,1,English,USA,R,2001.0,8.1
The Green Inferno ,http://www.imdb.com/title/tt2403021/?ref_=fn_tt_tt_1,Color,,100.0,7186670.0,Adventure,Horror,,21468,0,English,USA,R,2013.0,5.4
You Got Served: Beat the World ,http://www.imdb.com/title/tt1568139/?ref_=fn_tt_tt_1,Color,,91.0,,Drama,Music,,1642,0,English,Canada,PG-13,2011.0,4.5
Bound ,http://www.imdb.com/title/tt0115736/?ref_=fn_tt_tt_1,Color,Thriller,109.0,3798532.0,Crime,Drama,Romance,41138,0,English,USA,R,1996.0,7.4
Star Wars: Episode III - Revenge of the Sith ,http://www.imdb.com/title/tt0121766/?ref_=fn_tt_tt_1,Color,Sci-Fi,140.0,,Action,Adventure,Fantasy,520104,4,English,USA,PG-13,2005.0,7.6
Jakob the Liar ,http://www.imdb.com/title/tt0120716/?ref_=fn_tt_tt_1,Color,,120.0,,Drama,War,,12601,2,English,France,PG-13,1999.0,6.5
Khiladi 786 ,http://www.imdb.com/title/tt2166214/?ref_=fn_tt_tt_1,Color,,141.0,,Action,Comedy,,4633,1,Hindi,India,Not Rated,2012.0,4.3
Persepolis ,http://www.imdb.com/title/tt0808417/?ref_=fn_tt_tt_1,Color,War,89.0,,Animation,Biography,Drama,70194,0,French,France,PG-13,2007.0,8.0
Owning Mahowny ,http://www.imdb.com/title/tt0285861/?ref_=fn_tt_tt_1,Color,,104.0,,Crime,Drama,Thriller,10585,1,English,Canada,R,2003.0,7.2
The Fault in Our Stars ,http://www.imdb.com/title/tt2582846/?ref_=fn_tt_tt_1,Color,,133.0,,Drama,Romance,,249688,0,English,USA,PG-13,2014.0,7.8
State Fair ,http://www.imdb.com/title/tt0038116/?ref_=fn_tt_tt_1,Color,,100.0,,Musical,Romance,,2756,2,English,USA,Approved,1945.0,7.1
Doctor Dolittle ,http://www.imdb.com/title/tt0118998/?ref_=fn_tt_tt_1,Color,,85.0,144156464.0,Comedy,Family,Fantasy,74343,0,English,USA,PG-13,1998.0,5.3
Loaded Weapon 1 ,http://www.imdb.com/title/tt0107659/?ref_=fn_tt_tt_1,Color,,84.0,27979400.0,Action,Comedy,Crime,37611,2,English,USA,PG-13,1993.0,6.1
The Matrix Revolutions ,http://www.imdb.com/title/tt0242653/?ref_=fn_tt_tt_1,Color,,129.0,139259759.0,Action,Sci-Fi,,364948,0,English,Australia,R,2003.0,6.7
The Purge: Anarchy ,http://www.imdb.com/title/tt2975578/?ref_=fn_tt_tt_1,Color,Thriller,103.0,,Action,Horror,Sci-Fi,92364,0,English,USA,R,2014.0,6.5
Ben-Hur ,http://www.imdb.com/title/tt2638144/?ref_=fn_tt_tt_1,Color,,141.0,,Adventure,Drama,History,57,2,English,USA,PG-13,2016.0,6.1
A Nightmare on Elm Street 4: The Dream Master ,http://www.imdb.com/title/tt0095742/?ref_=fn_tt_tt_1,Color,,99.0,,Fantasy,Horror,Thriller,36108,0,English,USA,R,1988.0,5.7
United 93 ,http://www.imdb.com/title/tt0475276/?ref_=fn_tt_tt_1,Color,,111.0,31471430.0,Drama,History,Thriller,83374,0,English,USA,R,2006.0,7.6
Garfield ,http://www.imdb.com/title/tt0356634/?ref_=fn_tt_tt_1,Color,Fantasy,80.0,75367693.0,Animation,Comedy,Family,58961,0,English,USA,PG,2004.0,5.0
Into the Woods ,http://www.imdb.com/title/tt2180411/?ref_=fn_tt_tt_1,Color,Fantasy,125.0,127997349.0,Adventure,Comedy,Drama,101178,1,English,USA,PG,2014.0,6.0
Motherhood ,http://www.imdb.com/title/tt1220220/?ref_=fn_tt_tt_1,Color,,90.0,,Comedy,Drama,,3662,1,English,USA,PG-13,2009.0,4.7
Deuces Wild ,http://www.imdb.com/title/tt0231448/?ref_=fn_tt_tt_1,Color,,96.0,,Action,Crime,Drama,6200,1,English,USA,R,2002.0,5.6
Rampage ,http://www.imdb.com/title/tt1337057/?ref_=fn_tt_tt_1,Color,,80.0,,Action,Crime,Thriller,15091,0,English,Canada,R,2009.0,6.3
National Treasure ,http://www.imdb.com/title/tt0368891/?ref_=fn_tt_tt_1,Color,Family,131.0,,Action,Adventure,Comedy,255447,0,English,USA,PG,2004.0,6.9
Pushing Tin ,http://www.imdb.com/title/tt0120797/?ref_=fn_tt_tt_1,Color,,124.0,,Comedy,Drama,Romance,24826,3,English,USA,R,1999.0,6.0
Crooklyn ,http://www.imdb.com/title/tt0109504/?ref_=fn_tt_tt_1,Color,,115.0,13640000.0,Comedy,Drama,,6011,0,English,USA,PG-13,1994.0,6.9
Our Kind of Traitor ,http://www.imdb.com/title/tt1995390/?ref_=fn_tt_tt_1,Color,,108.0,3108216.0,Thriller,,,2587,2,English,UK,R,2016.0,6.4
Princess Mononoke ,http://www.imdb.com/title/tt0119698/?ref_=fn_tt_tt_1,Color,,134.0,,Adventure,Animation,Fantasy,221552,0,Japanese,Japan,PG-13,1997.0,8.4
Western Religion ,http://www.imdb.com/title/tt3210710/?ref_=fn_tt_tt_1,Color,Thriller,105.0,,Adventure,Drama,Fantasy,146,0,English,USA,,2015.0,4.0
The Faculty ,http://www.imdb.com/title/tt0133751/?ref_=fn_tt_tt_1,Color,,104.0,,Horror,Mystery,Sci-Fi,92074,1,English,USA,R,1998.0,6.4
Warm Bodies ,http://www.imdb.com/title/tt1588173/?ref_=fn_tt_tt_1,Color,,98.0,,Comedy,Horror,Romance,184641,0,English,USA,PG-13,2013.0,6.9
Star Trek V: The Final Frontier ,http://www.imdb.com/title/tt0098382/?ref_=fn_tt_tt_1,Color,Thriller,107.0,,Action,Adventure,Sci-Fi,43743,1,English,USA,PG,1989.0,5.4
The Image Revolution ,http://www.imdb.com/title/tt2294916/?ref_=fn_tt_tt_1,Color,,81.0,,Biography,Documentary,,66,7,English,USA,,2014.0,7.4
The Shining ,http://www.imdb.com/title/tt0081505/?ref_=fn_tt_tt_1,Color,,146.0,,Drama,Horror,,610333,0,English,USA,R,1980.0,8.4
Me and Orson Welles ,http://www.imdb.com/title/tt1175506/?ref_=fn_tt_tt_1,Color,,107.0,1186957.0,Drama,,,9264,3,English,UK,PG-13,2008.0,6.8
The Age of Innocence ,http://www.imdb.com/title/tt0106226/?ref_=fn_tt_tt_1,Color,,139.0,32000000.0,Drama,Romance,,36267,3,English,USA,PG,1993.0,7.2
Baggage Claim ,http://www.imdb.com/title/tt1171222/?ref_=fn_tt_tt_1,Color,,96.0,21564616.0,Comedy,,,7098,9,English,USA,PG-13,2013.0,5.0
Basquiat ,http://www.imdb.com/title/tt0115632/?ref_=fn_tt_tt_1,Color,,108.0,,Biography,Drama,,15885,4,English,USA,R,1996.0,6.9
Star Wars: The Clone Wars             ,http://www.imdb.com/title/tt0458290/?ref_=fn_tt_tt_1,Color,Drama,23.0,,Action,Adventure,Animation,28190,0,English,USA,TV-PG,,7.9
Chain Reaction ,http://www.imdb.com/title/tt0115857/?ref_=fn_tt_tt_1,Color,Thriller,107.0,,Action,Drama,Sci-Fi,40346,1,English,USA,PG-13,1996.0,5.6
The Apostle ,http://www.imdb.com/title/tt0118632/?ref_=fn_tt_tt_1,Color,,134.0,,Drama,,,11622,1,English,USA,PG-13,1997.0,7.2
Death Race 2000 ,http://www.imdb.com/title/tt0072856/?ref_=fn_tt_tt_1,Color,Sport,80.0,,Action,Comedy,Sci-Fi,19875,0,English,USA,R,1975.0,6.2
Chicken Run ,http://www.imdb.com/title/tt0120630/?ref_=fn_tt_tt_1,Color,Drama,84.0,,Adventure,Animation,Comedy,140499,0,English,UK,G,2000.0,7.0
Black or White ,http://www.imdb.com/title/tt2883434/?ref_=fn_tt_tt_1,Color,,121.0,21569041.0,Drama,,,8058,2,English,USA,PG-13,2014.0,6.6
The Avengers ,http://www.imdb.com/title/tt0848228/?ref_=fn_tt_tt_1,Color,,173.0,623279547.0,Action,Adventure,Sci-Fi,995415,3,English,USA,PG-13,2012.0,8.1
Planet 51 ,http://www.imdb.com/title/tt0762125/?ref_=fn_tt_tt_1,Color,Family,91.0,42194060.0,Adventure,Animation,Comedy,41259,1,English,Spain,PG,2009.0,6.1
Ocean's Thirteen ,http://www.imdb.com/title/tt0496806/?ref_=fn_tt_tt_1,Color,,122.0,,Crime,Thriller,,256928,3,English,USA,PG-13,2007.0,6.9
Cellular ,http://www.imdb.com/title/tt0337921/?ref_=fn_tt_tt_1,Color,,94.0,,Action,Crime,Thriller,79141,1,English,USA,PG-13,2004.0,6.5
The Descendants ,http://www.imdb.com/title/tt1033575/?ref_=fn_tt_tt_1,Color,,115.0,,Comedy,Drama,,205284,0,English,USA,R,2011.0,7.3
The Original Kings of Comedy ,http://www.imdb.com/title/tt0236388/?ref_=fn_tt_tt_1,Color,,115.0,,Comedy,Documentary,,4687,0,English,USA,R,2000.0,6.6
Gravity ,http://www.imdb.com/title/tt1454468/?ref_=fn_tt_tt_1,Color,Thriller,91.0,274084951.0,Adventure,Drama,Sci-Fi,582917,0,English,UK,PG-13,2013.0,7.8
Manito ,http://www.imdb.com/title/tt0298050/?ref_=fn_tt_tt_1,Color,,79.0,,Drama,Family,,493,0,English,USA,,2002.0,7.0
Snakes on a Plane ,http://www.imdb.com/title/tt0417148/?ref_=fn_tt_tt_1,Color,Drama,105.0,,Action,Adventure,Crime,115650,0,English,Germany,R,2006.0,5.6
The Yellow Handkerchief ,http://www.imdb.com/title/tt0954990/?ref_=fn_tt_tt_1,Color,,102.0,,Drama,Romance,,6723,1,English,USA,PG-13,2008.0,6.8
Pandorum ,http://www.imdb.com/title/tt1188729/?ref_=fn_tt_tt_1,Color,Sci-Fi,108.0,,Action,Horror,Mystery,121432,0,English,Germany,R,2009.0,6.8
The Lizzie McGuire Movie ,http://www.imdb.com/title/tt0306841/?ref_=fn_tt_tt_1,Color,Music,94.0,,Adventure,Comedy,Family,27580,1,English,USA,PG,2003.0,5.3
Sgt. Bilko ,http://www.imdb.com/title/tt0117608/?ref_=fn_tt_tt_1,Color,,93.0,,Comedy,,,17810,2,English,USA,PG,1996.0,5.7
Juno ,http://www.imdb.com/title/tt0467406/?ref_=fn_tt_tt_1,Color,,96.0,,Comedy,Drama,Romance,414335,0,English,USA,PG-13,2007.0,7.5
Garfield 2 ,http://www.imdb.com/title/tt0455499/?ref_=fn_tt_tt_1,Color,Fantasy,86.0,,Animation,Comedy,Family,27517,0,English,UK,PG,2006.0,5.0
The Flintstones ,http://www.imdb.com/title/tt0109813/?ref_=fn_tt_tt_1,Color,,91.0,130512915.0,Comedy,Family,Fantasy,60884,2,English,USA,PG,1994.0,4.8
Jindabyne ,http://www.imdb.com/title/tt0382765/?ref_=fn_tt_tt_1,Color,Thriller,118.0,399879.0,Crime,Drama,Mystery,5772,2,English,Australia,R,2006.0,6.4
TRON: Legacy ,http://www.imdb.com/title/tt1104001/?ref_=fn_tt_tt_1,Color,,125.0,172051787.0,Action,Adventure,Sci-Fi,264186,0,English,USA,PG,2010.0,6.8
The Invasion ,http://www.imdb.com/title/tt0427392/?ref_=fn_tt_tt_1,Color,,99.0,,Sci-Fi,Thriller,,65037,2,English,USA,PG-13,2007.0,5.9
Crazy Heart ,http://www.imdb.com/title/tt1263670/?ref_=fn_tt_tt_1,Color,,112.0,,Drama,Music,Romance,67760,0,English,USA,R,2009.0,7.3
Failure to Launch ,http://www.imdb.com/title/tt0427229/?ref_=fn_tt_tt_1,Color,,95.0,88658172.0,Comedy,Romance,,58412,2,English,USA,PG-13,2006.0,5.6
The Watcher ,http://www.imdb.com/title/tt0204626/?ref_=fn_tt_tt_1,Color,Thriller,97.0,28927720.0,Crime,Horror,Mystery,22220,0,English,USA,R,2000.0,5.3
Blades of Glory ,http://www.imdb.com/title/tt0445934/?ref_=fn_tt_tt_1,Color,,93.0,,Comedy,Sport,,129995,2,English,USA,PG-13,2007.0,6.3
Case 39 ,http://www.imdb.com/title/tt0795351/?ref_=fn_tt_tt_1,Color,,109.0,,Horror,Mystery,Thriller,60555,1,English,USA,R,2009.0,6.2
Me and You and Everyone We Know ,http://www.imdb.com/title/tt0415978/?ref_=fn_tt_tt_1,Color,,91.0,,Comedy,Drama,,31130,0,English,USA,R,2005.0,7.4
Hamlet 2 ,http://www.imdb.com/title/tt1104733/?ref_=fn_tt_tt_1,Color,,92.0,4881867.0,Comedy,Music,,15200,1,English,USA,R,2008.0,6.4
Unfriended ,http://www.imdb.com/title/tt3713166/?ref_=fn_tt_tt_1,Color,,83.0,,Horror,Mystery,Thriller,44329,0,English,USA,R,2014.0,5.7
Barry Lyndon ,http://www.imdb.com/title/tt0072684/?ref_=fn_tt_tt_1,Color,War,184.0,,Adventure,Drama,History,101627,0,English,UK,PG,1975.0,8.1
Casino Jack ,http://www.imdb.com/title/tt1194417/?ref_=fn_tt_tt_1,Color,Drama,108.0,,Biography,Comedy,Crime,14757,5,English,Canada,R,2010.0,6.2
Hit the Floor             ,http://www.imdb.com/title/tt2368645/?ref_=fn_tt_tt_1,Color,,60.0,,Drama,Romance,,1641,4,English,USA,,,7.0
The Rookie ,http://www.imdb.com/title/tt0265662/?ref_=fn_tt_tt_1,Color,,127.0,,Drama,Family,Sport,26434,0,English,USA,G,2002.0,7.0
The Last of the Mohicans ,http://www.imdb.com/title/tt0104691/?ref_=fn_tt_tt_1,Color,Romance,117.0,,Action,Adventure,Drama,113068,1,English,USA,R,1992.0,7.8
Gone in Sixty Seconds ,http://www.imdb.com/title/tt0187078/?ref_=fn_tt_tt_1,Color,,127.0,,Action,Crime,Thriller,218341,1,English,USA,PG-13,2000.0,6.5
Brave ,http://www.imdb.com/title/tt1217209/?ref_=fn_tt_tt_1,Color,Family,93.0,,Adventure,Animation,Comedy,273556,0,English,USA,PG,2012.0,7.2
Shooting the Warwicks ,http://www.imdb.com/title/tt2690560/?ref_=fn_tt_tt_1,Color,,95.0,,Comedy,Drama,,81,0,English,USA,,2015.0,6.2
Pocketful of Miracles ,http://www.imdb.com/title/tt0055312/?ref_=fn_tt_tt_1,Color,,136.0,,Comedy,Drama,,4313,2,English,USA,Approved,1961.0,7.3
The Vatican Tapes ,http://www.imdb.com/title/tt1524575/?ref_=fn_tt_tt_1,Color,,91.0,,Horror,Thriller,,7199,0,English,USA,PG-13,2015.0,4.5
Inspector Gadget ,http://www.imdb.com/title/tt0141369/?ref_=fn_tt_tt_1,Color,Family,110.0,,Action,Adventure,Comedy,36491,0,English,USA,PG,1999.0,4.1
The Quiet American ,http://www.imdb.com/title/tt0258068/?ref_=fn_tt_tt_1,Color,Thriller,101.0,,Drama,Mystery,Romance,24019,2,English,UK,R,2002.0,7.1
Transamerica ,http://www.imdb.com/title/tt0407265/?ref_=fn_tt_tt_1,Color,,103.0,9013113.0,Adventure,Comedy,Drama,36321,2,English,USA,R,2005.0,7.4
Licence to Kill ,http://www.imdb.com/title/tt0097742/?ref_=fn_tt_tt_1,Color,,133.0,,Action,Adventure,Thriller,74009,0,English,UK,PG-13,1989.0,6.6
At First Sight ,http://www.imdb.com/title/tt0132512/?ref_=fn_tt_tt_1, Black and White,,128.0,,Drama,Romance,,11232,1,English,USA,PG-13,1999.0,5.9
Light Sleeper ,http://www.imdb.com/title/tt0102307/?ref_=fn_tt_tt_1,Color,,103.0,,Crime,Drama,,3665,0,English,USA,R,1992.0,6.8
Zombieland ,http://www.imdb.com/title/tt1156398/?ref_=fn_tt_tt_1,Color,Sci-Fi,88.0,,Adventure,Comedy,Horror,386217,4,English,USA,R,2009.0,7.7
Riding in Cars with Boys ,http://www.imdb.com/title/tt0200027/?ref_=fn_tt_tt_1,Color,,132.0,29781453.0,Biography,Comedy,Drama,22447,1,English,USA,PG-13,2001.0,6.4
Fighting Tommy Riley ,http://www.imdb.com/title/tt0366444/?ref_=fn_tt_tt_1,Color,,109.0,5199.0,Drama,Sport,,720,0,English,USA,R,2004.0,6.6
Raymond Did It ,http://www.imdb.com/title/tt1716760/?ref_=fn_tt_tt_1,Color,,83.0,,Horror,,,192,0,English,USA,Unrated,2011.0,3.2
Cop Land ,http://www.imdb.com/title/tt0118887/?ref_=fn_tt_tt_1,Color,,120.0,44886089.0,Crime,Drama,Thriller,69576,3,English,USA,R,1997.0,6.9
The Last Emperor ,http://www.imdb.com/title/tt0093389/?ref_=fn_tt_tt_1,Color,,219.0,,Biography,Drama,History,70274,0,English,China,PG-13,1987.0,7.8
I Served the King of England ,http://www.imdb.com/title/tt0284363/?ref_=fn_tt_tt_1,Color,War,113.0,,Comedy,Drama,Romance,6183,1,Czech,Czech Republic,R,2006.0,7.4
Bathing Beauty ,http://www.imdb.com/title/tt0036628/?ref_=fn_tt_tt_1,Color,,101.0,,Comedy,Musical,,1079,2,English,USA,Passed,1944.0,6.5
Shrek 2 ,http://www.imdb.com/title/tt0298148/?ref_=fn_tt_tt_1,Color,Family,93.0,436471036.0,Adventure,Animation,Comedy,314630,1,English,USA,PG,2004.0,7.2
The Unborn ,http://www.imdb.com/title/tt1139668/?ref_=fn_tt_tt_1,Color,Mystery,89.0,42638165.0,Drama,Fantasy,Horror,42183,1,English,USA,PG-13,2009.0,4.8
The Last Shot ,http://www.imdb.com/title/tt0357054/?ref_=fn_tt_tt_1,Color,,93.0,463730.0,Comedy,,,3789,10,English,USA,R,2004.0,5.7
Lincoln ,http://www.imdb.com/title/tt0443272/?ref_=fn_tt_tt_1,Color,War,150.0,,Biography,Drama,History,197412,0,English,USA,PG-13,2012.0,7.4
Flipper ,http://www.imdb.com/title/tt0116322/?ref_=fn_tt_tt_1,Color,,95.0,,Adventure,Family,,8008,1,English,USA,PG,1996.0,5.2
Heartbeeps ,http://www.imdb.com/title/tt0082507/?ref_=fn_tt_tt_1,Color,,78.0,,Comedy,Sci-Fi,,1040,0,English,USA,PG,1981.0,4.2
Rendition ,http://www.imdb.com/title/tt0804522/?ref_=fn_tt_tt_1,Color,,122.0,,Drama,Thriller,,47203,2,English,USA,R,2007.0,6.8
Made ,http://www.imdb.com/title/tt0227005/?ref_=fn_tt_tt_1,Color,Thriller,95.0,,Comedy,Crime,Drama,15053,2,English,USA,R,2001.0,6.4
Milk ,http://www.imdb.com/title/tt1013753/?ref_=fn_tt_tt_1,Color,,128.0,31838002.0,Biography,Drama,History,136673,1,English,USA,R,2008.0,7.6
Jerry Maguire ,http://www.imdb.com/title/tt0116695/?ref_=fn_tt_tt_1,Color,Sport,139.0,,Comedy,Drama,Romance,189923,0,English,USA,R,1996.0,7.3
Pitch Black ,http://www.imdb.com/title/tt0134847/?ref_=fn_tt_tt_1,Color,,112.0,,Horror,Sci-Fi,,193962,0,English,USA,R,2000.0,7.1
M*A*S*H             ,http://www.imdb.com/title/tt0068098/?ref_=fn_tt_tt_1,Color,,25.0,,Comedy,Drama,War,36265,5,English,USA,TV-PG,,8.4
One True Thing ,http://www.imdb.com/title/tt0120776/?ref_=fn_tt_tt_1,Color,,127.0,,Drama,,,9283,3,English,USA,R,1998.0,7.0
Johnson Family Vacation ,http://www.imdb.com/title/tt0359517/?ref_=fn_tt_tt_1,Color,,97.0,,Comedy,,,5928,5,English,USA,PG-13,2004.0,4.3
Mean Creek ,http://www.imdb.com/title/tt0377091/?ref_=fn_tt_tt_1,Color,,90.0,,Crime,Drama,,26407,0,English,USA,R,2004.0,7.3
The White Ribbon ,http://www.imdb.com/title/tt1149362/?ref_=fn_tt_tt_1, Black and White,,144.0,2222647.0,Drama,Mystery,,52958,0,German,Germany,R,2009.0,7.8
The Day After Tomorrow ,http://www.imdb.com/title/tt0319262/?ref_=fn_tt_tt_1,Color,Thriller,124.0,186739919.0,Action,Adventure,Sci-Fi,333248,0,English,USA,PG-13,2004.0,6.4
Tomcats ,http://www.imdb.com/title/tt0246989/?ref_=fn_tt_tt_1,Color,,95.0,,Comedy,,,15427,0,English,USA,R,2001.0,5.3
Serving Sara ,http://www.imdb.com/title/tt0261289/?ref_=fn_tt_tt_1,Color,,99.0,,Comedy,Romance,,14315,2,English,Germany,PG-13,2002.0,5.3
Jupiter Ascending ,http://www.imdb.com/title/tt1617661/?ref_=fn_tt_tt_1,Color,,127.0,47375327.0,Action,Adventure,Sci-Fi,139593,1,English,USA,PG-13,2015.0,5.4
Medicine Man ,http://www.imdb.com/title/tt0104839/?ref_=fn_tt_tt_1,Color,,106.0,,Adventure,Drama,Romance,17443,2,English,USA,PG-13,1992.0,6.0
Little Black Book ,http://www.imdb.com/title/tt0361841/?ref_=fn_tt_tt_1,Color,,105.0,20422207.0,Comedy,Drama,Romance,15052,1,English,USA,PG-13,2004.0,5.2
Resident Evil: Afterlife ,http://www.imdb.com/title/tt1220634/?ref_=fn_tt_tt_1,Color,Sci-Fi,97.0,60128566.0,Action,Adventure,Horror,131447,1,English,Germany,R,2010.0,5.9
Love and Death on Long Island ,http://www.imdb.com/title/tt0119574/?ref_=fn_tt_tt_1,Color,,93.0,2542264.0,Comedy,Drama,,3407,1,English,UK,PG-13,1997.0,7.1
Alfie ,http://www.imdb.com/title/tt0375173/?ref_=fn_tt_tt_1,Color,,103.0,13395939.0,Comedy,Drama,Romance,43442,4,English,UK,R,2004.0,6.2
Pat Garrett & Billy the Kid ,http://www.imdb.com/title/tt0070518/?ref_=fn_tt_tt_1,Color,Western,106.0,,Biography,Drama,Romance,13467,0,English,USA,R,1973.0,7.4
G-Force ,http://www.imdb.com/title/tt0436339/?ref_=fn_tt_tt_1,Color,Comedy,88.0,,Action,Adventure,Animation,33042,0,English,USA,PG,2009.0,5.1
Ravenous ,http://www.imdb.com/title/tt0129332/?ref_=fn_tt_tt_1,Color,,101.0,2060953.0,Fantasy,Horror,Thriller,29990,0,English,Czech Republic,R,1999.0,7.1
We Need to Talk About Kevin ,http://www.imdb.com/title/tt1242460/?ref_=fn_tt_tt_1,Color,,112.0,,Drama,Thriller,,95529,0,English,UK,R,2011.0,7.5
Pete's Dragon ,http://www.imdb.com/title/tt2788732/?ref_=fn_tt_tt_1,Color,,102.0,,Adventure,Family,Fantasy,408,0,English,USA,PG,2016.0,7.3
Robot Chicken             ,http://www.imdb.com/title/tt0437745/?ref_=fn_tt_tt_1,Color,,11.0,,Animation,Comedy,,32923,0,English,USA,TV-MA,,7.8
Two Evil Eyes ,http://www.imdb.com/title/tt0100827/?ref_=fn_tt_tt_1,Color,,120.0,349618.0,Horror,,,4302,1,English,Italy,R,1990.0,6.1
Hannibal             ,http://www.imdb.com/title/tt2243973/?ref_=fn_tt_tt_1,Color,Mystery,44.0,,Crime,Drama,Horror,159910,1,English,USA,TV-14,,8.6
Lonesome Jim ,http://www.imdb.com/title/tt0385056/?ref_=fn_tt_tt_1,Color,,91.0,154077.0,Comedy,Drama,,6884,0,English,USA,R,2005.0,6.6
Dreamcatcher ,http://www.imdb.com/title/tt0285531/?ref_=fn_tt_tt_1,Color,Thriller,136.0,33685268.0,Drama,Horror,Sci-Fi,75573,1,English,USA,R,2003.0,5.5
Split Second ,http://www.imdb.com/title/tt0105459/?ref_=fn_tt_tt_1,Color,Sci-Fi,96.0,,Action,Crime,Horror,8391,0,English,UK,R,1992.0,6.2
The Oxford Murders ,http://www.imdb.com/title/tt0488604/?ref_=fn_tt_tt_1,Color,,104.0,,Crime,Mystery,Thriller,22753,4,English,Spain,R,2008.0,6.1
Housefull ,http://www.imdb.com/title/tt1573072/?ref_=fn_tt_tt_1,Color,,144.0,,Comedy,,,8598,5,Hindi,India,,2010.0,5.3
We Own the Night ,http://www.imdb.com/title/tt0498399/?ref_=fn_tt_tt_1,Color,,117.0,,Crime,Drama,Thriller,72693,4,English,USA,R,2007.0,6.9
The Ten ,http://www.imdb.com/title/tt0811106/?ref_=fn_tt_tt_1,Color,,96.0,,Comedy,Romance,,15315,4,English,USA,R,2007.0,5.0
Renaissance Man ,http://www.imdb.com/title/tt0110971/?ref_=fn_tt_tt_1,Color,,128.0,,Comedy,Drama,,13830,1,English,USA,PG-13,1994.0,6.1
Held Up ,http://www.imdb.com/title/tt0165831/?ref_=fn_tt_tt_1,Color,,89.0,,Comedy,,,2870,2,English,USA,PG-13,1999.0,5.1
Changing Lanes ,http://www.imdb.com/title/tt0264472/?ref_=fn_tt_tt_1,Color,,91.0,66790248.0,Drama,Thriller,,57281,0,English,USA,R,2002.0,6.5
The Cotton Club ,http://www.imdb.com/title/tt0087089/?ref_=fn_tt_tt_1,Color,,123.0,,Crime,Drama,Music,12771,1,English,USA,R,1984.0,6.5
Supernova ,http://www.imdb.com/title/tt0134983/?ref_=fn_tt_tt_1,Color,,91.0,14218868.0,Horror,Sci-Fi,Thriller,14596,0,English,USA,PG-13,2000.0,4.8
Christmas Eve ,http://www.imdb.com/title/tt3703148/?ref_=fn_tt_tt_1,Color,,95.0,,Comedy,,,1091,7,English,USA,PG,2015.0,5.1
G.I. Joe: The Rise of Cobra ,http://www.imdb.com/title/tt1046173/?ref_=fn_tt_tt_1,Color,Thriller,118.0,,Action,Adventure,Sci-Fi,174578,4,English,USA,PG-13,2009.0,5.8
The FP ,http://www.imdb.com/title/tt1296373/?ref_=fn_tt_tt_1,Color,,82.0,40557.0,Comedy,,,1389,0,English,USA,R,2011.0,5.6
Bowling for Columbine ,http://www.imdb.com/title/tt0310793/?ref_=fn_tt_tt_1, Black and White,,120.0,,Crime,Documentary,Drama,123090,2,English,Germany,R,2002.0,8.0
Sphere ,http://www.imdb.com/title/tt0120184/?ref_=fn_tt_tt_1,Color,Thriller,134.0,36976367.0,Drama,Mystery,Sci-Fi,81611,3,English,USA,PG-13,1998.0,6.0
